"","ymd","ym","year","code","addr_1","aptNm","jusoJibun","price","conYear","area","floor","py","cnt"
"6637",2021-01-22,2021-01-01,"2021","11440","서울_마포","엘림","서울특별시 마포구 서교동 453-14 엘림",64700,2002,81,2,2636,1
"6638",2021-01-12,2021-01-01,"2021","11440","서울_마포","마포한강2차푸르지오","서울특별시 마포구 합정동 473 마포한강2차푸르지오",230000,2016,111,32,6838,1
"6639",2021-01-15,2021-01-01,"2021","11440","서울_마포","합정한강아파트","서울특별시 마포구 합정동 474 합정한강아파트",63000,2017,53,6,3923,1
"6640",2021-01-16,2021-01-01,"2021","11440","서울_마포","합정한강아파트","서울특별시 마포구 합정동 474 합정한강아파트",60000,2017,53,4,3736,1
"6641",2021-01-25,2021-01-01,"2021","11440","서울_마포","장미","서울특별시 마포구 합정동 466 장미",57500,2000,62,8,3060,1
"6642",2021-01-30,2021-01-01,"2021","11440","서울_마포","합정한강아파트","서울특별시 마포구 합정동 474 합정한강아파트",69500,2017,53,5,4327,1
"6643",2021-01-07,2021-01-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",29000,2019,32,2,2991,1
"6644",2021-01-07,2021-01-01,"2021","11440","서울_마포","예지안파크뷰","서울특별시 마포구 망원동 512 예지안파크뷰",84000,2004,85,13,3261,1
"6645",2021-01-08,2021-01-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",47400,2019,50,4,3128,1
"6646",2021-01-08,2021-01-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",32000,2019,32,10,3300,1
"6647",2021-01-08,2021-01-01,"2021","11440","서울_마포","함성월드빌","서울특별시 마포구 망원동 502 함성월드빌",75500,2003,76,13,3278,1
"6648",2021-01-09,2021-01-01,"2021","11440","서울_마포","길명1차아파트","서울특별시 마포구 망원동 456-9 길명1차아파트",90000,2004,110,4,2700,1
"6649",2021-01-09,2021-01-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",47000,2019,50,4,3102,1
"6650",2021-01-09,2021-01-01,"2021","11440","서울_마포","탑건진선미","서울특별시 마포구 망원동 506 탑건진선미",78000,2004,85,4,3028,1
"6651",2021-01-12,2021-01-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",63000,2019,50,9,4158,1
"6652",2021-01-15,2021-01-01,"2021","11440","서울_마포","참존1차","서울특별시 마포구 망원동 419-3 참존1차",55000,2005,63,6,2881,1
"6653",2021-01-16,2021-01-01,"2021","11440","서울_마포","우림루미아트","서울특별시 마포구 망원동 498 우림루미아트",83000,2003,85,10,3222,1
"6654",2021-01-16,2021-01-01,"2021","11440","서울_마포","마포한강아이파크","서울특별시 마포구 망원동 521 마포한강아이파크",125000,2019,59,15,6992,1
"6655",2021-01-18,2021-01-01,"2021","11440","서울_마포","성원1","서울특별시 마포구 망원동 420 성원1",68000,1998,68,9,3300,1
"6656",2021-01-18,2021-01-01,"2021","11440","서울_마포","두영이지안","서울특별시 마포구 망원동 510 두영이지안",74900,2004,84,12,2942,1
"6657",2021-01-21,2021-01-01,"2021","11440","서울_마포","마포한강아이파크","서울특별시 마포구 망원동 521 마포한강아이파크",105500,2019,59,7,5901,1
"6658",2021-01-22,2021-01-01,"2021","11440","서울_마포","성원2","서울특별시 마포구 망원동 489 성원2",60000,1999,59,3,3356,1
"6659",2021-01-23,2021-01-01,"2021","11440","서울_마포","몬드리안","서울특별시 마포구 망원동 470-1 몬드리안",53500,2004,67,1,2635,1
"6660",2021-01-27,2021-01-01,"2021","11440","서울_마포","강림스위트빌","서울특별시 마포구 망원동 508 강림스위트빌",74500,2004,82,8,2998,1
"6661",2021-01-28,2021-01-01,"2021","11440","서울_마포","한강그린1차아파트","서울특별시 마포구 망원동 236-2 한강그린1차아파트",40000,2011,50,3,2640,1
"6662",2021-01-30,2021-01-01,"2021","11440","서울_마포","예지안파크뷰","서울특별시 마포구 망원동 512 예지안파크뷰",70500,2004,85,8,2737,1
"6663",2021-01-23,2021-01-01,"2021","11440","서울_마포","코오롱","서울특별시 마포구 연남동 573 코오롱",86000,2003,60,14,4730,1
"6664",2021-01-27,2021-01-01,"2021","11440","서울_마포","코오롱","서울특별시 마포구 연남동 573 코오롱",128000,2003,115,9,3673,1
"6665",2021-01-30,2021-01-01,"2021","11440","서울_마포","코오롱","서울특별시 마포구 연남동 573 코오롱",120000,2003,102,14,3882,1
"6666",2021-01-01,2021-01-01,"2021","11440","서울_마포","대원","서울특별시 마포구 성산동 596 대원",60000,1999,70,6,2829,1
"6667",2021-01-02,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",95000,1986,50,7,6270,1
"6668",2021-01-02,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",115000,1986,59,6,6432,1
"6669",2021-01-04,2021-01-01,"2021","11440","서울_마포","월드컵아이파크","서울특별시 마포구 성산동 667 월드컵아이파크",91500,2009,60,11,5032,1
"6670",2021-01-06,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",115000,1986,59,12,6432,1
"6671",2021-01-08,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",99000,1986,50,13,6534,1
"6672",2021-01-08,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",110000,1986,59,10,6153,1
"6673",2021-01-09,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",111500,1986,59,3,6236,1
"6674",2021-01-10,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",115000,1986,59,8,6432,1
"6675",2021-01-11,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",97800,1986,51,7,6328,1
"6676",2021-01-11,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",97800,1986,51,7,6328,1
"6677",2021-01-11,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",119000,1986,59,11,6656,1
"6678",2021-01-13,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",93000,1986,50,8,6138,1
"6679",2021-01-13,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",94000,1986,50,3,6204,1
"6680",2021-01-14,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",115000,1986,59,4,6432,1
"6681",2021-01-14,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",110500,1986,59,3,6181,1
"6682",2021-01-14,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",93000,1986,50,1,6138,1
"6683",2021-01-16,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",95000,1986,50,1,6270,1
"6684",2021-01-16,2021-01-01,"2021","11440","서울_마포","성사1차풍림아파트","서울특별시 마포구 성산동 600 성사1차풍림아파트",67200,2000,60,8,3696,1
"6685",2021-01-18,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",103000,1986,51,5,6665,1
"6686",2021-01-19,2021-01-01,"2021","11440","서울_마포","월드컵아이파크","서울특별시 마포구 성산동 667 월드컵아이파크",87800,2009,60,3,4829,1
"6687",2021-01-19,2021-01-01,"2021","11440","서울_마포","월드컵아이파크","서울특별시 마포구 성산동 667 월드컵아이파크",87800,2009,60,3,4829,1
"6688",2021-01-22,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",97000,1986,50,2,6402,1
"6689",2021-01-23,2021-01-01,"2021","11440","서울_마포","성사1차풍림아파트","서울특별시 마포구 성산동 600 성사1차풍림아파트",83000,2000,85,8,3222,1
"6690",2021-01-23,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",119500,1986,59,4,6684,1
"6691",2021-01-23,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",104000,1986,51,8,6729,1
"6692",2021-01-23,2021-01-01,"2021","11440","서울_마포","성산월드타운대림","서울특별시 마포구 성산동 601 성산월드타운대림",87300,2004,60,5,4802,1
"6693",2021-01-24,2021-01-01,"2021","11440","서울_마포","성산동자담이움아파트","서울특별시 마포구 성산동 650 성산동자담이움아파트",90000,2006,137,8,2168,1
"6694",2021-01-25,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",103000,1986,51,2,6665,1
"6695",2021-01-26,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",98000,1986,51,11,6341,1
"6696",2021-01-27,2021-01-01,"2021","11440","서울_마포","성사1차풍림아파트","서울특별시 마포구 성산동 600 성사1차풍림아파트",70000,2000,60,4,3850,1
"6697",2021-01-28,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",95000,1986,51,1,6147,1
"6698",2021-01-29,2021-01-01,"2021","11440","서울_마포","월드컵아이파크","서울특별시 마포구 성산동 667 월드컵아이파크",109500,2009,85,9,4251,1
"6699",2021-01-29,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",68000,1986,51,10,4400,1
"6700",2021-01-30,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",98000,1986,51,14,6341,1
"6701",2021-01-30,2021-01-01,"2021","11440","서울_마포","성산시영","서울특별시 마포구 성산동 446 성산시영",105000,1986,51,10,6794,1
"6702",2021-01-09,2021-01-01,"2021","11440","서울_마포","마포중동현대","서울특별시 마포구 중동 392 마포중동현대",77000,2001,60,19,4235,1
"6703",2021-01-13,2021-01-01,"2021","11440","서울_마포","마포중동현대","서울특별시 마포구 중동 392 마포중동현대",76000,2001,60,5,4180,1
"6704",2021-01-19,2021-01-01,"2021","11440","서울_마포","DMC마포청구아파트","서울특별시 마포구 중동 390 DMC마포청구아파트",93000,1994,85,9,3611,1
"6705",2021-01-22,2021-01-01,"2021","11440","서울_마포","마포중동현대","서울특별시 마포구 중동 392 마포중동현대",112500,2001,115,13,3228,1
"6706",2021-01-22,2021-01-01,"2021","11440","서울_마포","마포중동현대","서울특별시 마포구 중동 392 마포중동현대",112500,2001,115,13,3228,1
"6707",2021-01-26,2021-01-01,"2021","11440","서울_마포","울트라월드컵","서울특별시 마포구 중동 398 울트라월드컵",121000,2006,85,4,4698,1
"6708",2021-01-04,2021-01-01,"2021","11440","서울_마포","상암월드컵파크6단지","서울특별시 마포구 상암동 1689 상암월드컵파크6단지",133000,2005,104,11,4220,1
"6709",2021-01-09,2021-01-01,"2021","11440","서울_마포","상암월드컵파크7단지","서울특별시 마포구 상암동 1660 상암월드컵파크7단지",120000,2005,105,8,3771,1
"6710",2021-01-09,2021-01-01,"2021","11440","서울_마포","상암월드컵파크2단지","서울특별시 마포구 상암동 1637 상암월드컵파크2단지",85000,2003,60,1,4675,1
"6711",2021-01-09,2021-01-01,"2021","11440","서울_마포","상암월드컵파크12단지","서울특별시 마포구 상암동 1743 상암월드컵파크12단지",81000,2010,60,7,4455,1
"6712",2021-01-10,2021-01-01,"2021","11440","서울_마포","상암월드컵파크12단지","서울특별시 마포구 상암동 1743 상암월드컵파크12단지",126000,2010,115,10,3616,1
"6713",2021-01-13,2021-01-01,"2021","11440","서울_마포","상암월드컵파크7단지","서울특별시 마포구 상암동 1660 상암월드컵파크7단지",120000,2005,105,11,3771,1
"6714",2021-01-13,2021-01-01,"2021","11440","서울_마포","상암월드컵파크12단지","서울특별시 마포구 상암동 1743 상암월드컵파크12단지",130000,2010,115,11,3730,1
"6715",2021-01-14,2021-01-01,"2021","11440","서울_마포","상암월드컵파크3단지","서울특별시 마포구 상암동 1643 상암월드컵파크3단지",109500,2003,85,18,4251,1
"6716",2021-01-16,2021-01-01,"2021","11440","서울_마포","상암월드컵파크9단지","서울특별시 마포구 상암동 1752 상암월드컵파크9단지",101500,2010,85,10,3941,1
"6717",2021-01-16,2021-01-01,"2021","11440","서울_마포","상암월드컵파크12단지","서울특별시 마포구 상암동 1743 상암월드컵파크12단지",80000,2010,60,5,4400,1
"6718",2021-01-18,2021-01-01,"2021","11440","서울_마포","상암월드컵파크9단지","서울특별시 마포구 상암동 1752 상암월드컵파크9단지",103400,2010,85,14,4014,1
"6719",2021-01-19,2021-01-01,"2021","11440","서울_마포","상암월드컵파크3단지","서울특별시 마포구 상암동 1643 상암월드컵파크3단지",112700,2003,85,11,4375,1
"6720",2021-01-19,2021-01-01,"2021","11440","서울_마포","상암월드컵파크6단지","서울특별시 마포구 상암동 1689 상암월드컵파크6단지",135000,2005,104,9,4284,1
"6721",2021-01-22,2021-01-01,"2021","11440","서울_마포","상암월드컵파크7단지","서울특별시 마포구 상암동 1660 상암월드컵파크7단지",116500,2005,84,4,4577,1
"6722",2021-01-22,2021-01-01,"2021","11440","서울_마포","상암월드컵파크10단지","서울특별시 마포구 상암동 1736 상암월드컵파크10단지",106500,2010,85,9,4135,1
"6723",2021-01-22,2021-01-01,"2021","11440","서울_마포","상암월드컵파크4단지","서울특별시 마포구 상암동 1655 상암월드컵파크4단지",140000,2006,105,13,4400,1
"6724",2021-01-27,2021-01-01,"2021","11440","서울_마포","상암월드컵파크7단지","서울특별시 마포구 상암동 1660 상암월드컵파크7단지",133400,2005,105,6,4193,1
"6725",2021-01-27,2021-01-01,"2021","11440","서울_마포","상암월드컵파크2단지","서울특별시 마포구 상암동 1637 상암월드컵파크2단지",1e+05,2003,60,8,5500,1
"6726",2021-01-28,2021-01-01,"2021","11440","서울_마포","상암월드컵파크9단지","서울특별시 마포구 상암동 1752 상암월드컵파크9단지",102000,2010,85,6,3960,1
"6727",2021-01-29,2021-01-01,"2021","11440","서울_마포","상암월드컵파크12단지","서울특별시 마포구 상암동 1743 상암월드컵파크12단지",85000,2010,60,7,4675,1
"6728",2021-01-30,2021-01-01,"2021","11440","서울_마포","상암월드컵파크4단지","서울특별시 마포구 상암동 1655 상암월드컵파크4단지",119500,2006,85,11,4639,1
"6729",2021-02-01,2021-02-01,"2021","11440","서울_마포","마포래미안푸르지오1단지","서울특별시 마포구 아현동 777 마포래미안푸르지오1단지",150000,2014,60,10,8250,1
"6730",2021-02-03,2021-02-01,"2021","11440","서울_마포","혜성","서울특별시 마포구 아현동 613-10 혜성",90000,1972,85,8,3494,1
"6731",2021-02-03,2021-02-01,"2021","11440","서울_마포","마포래미안푸르지오1단지","서울특별시 마포구 아현동 777 마포래미안푸르지오1단지",185000,2014,85,21,7182,1
"6732",2021-02-06,2021-02-01,"2021","11440","서울_마포","마포래미안푸르지오4단지","서울특별시 마포구 아현동 777 마포래미안푸르지오4단지",204500,2014,115,9,5868,1
"6733",2021-02-07,2021-02-01,"2021","11440","서울_마포","마포센트럴아이파크","서울특별시 마포구 아현동 802 마포센트럴아이파크",149000,2017,85,6,5785,1
"6734",2021-02-08,2021-02-01,"2021","11440","서울_마포","애오개아이파크","서울특별시 마포구 아현동 780 애오개아이파크",52500,2016,30,9,5775,1
"6735",2021-02-25,2021-02-01,"2021","11440","서울_마포","마포트라팰리스2차","서울특별시 마포구 아현동 738 마포트라팰리스2차",110000,2008,100,16,3630,1
"6736",2021-02-26,2021-02-01,"2021","11440","서울_마포","마포센트럴아이파크","서울특별시 마포구 아현동 802 마포센트럴아이파크",157000,2017,85,22,6095,1
"6737",2021-02-06,2021-02-01,"2021","11440","서울_마포","공덕1삼성래미안","서울특별시 마포구 공덕동 371 공덕1삼성래미안",145000,1999,85,14,5629,1
"6738",2021-02-06,2021-02-01,"2021","11440","서울_마포","공덕1삼성래미안","서울특별시 마포구 공덕동 371 공덕1삼성래미안",145000,1999,85,14,5629,1
"6739",2021-02-08,2021-02-01,"2021","11440","서울_마포","공덕1삼성래미안","서울특별시 마포구 공덕동 371 공덕1삼성래미안",140700,1999,85,1,5462,1
"6740",2021-02-10,2021-02-01,"2021","11440","서울_마포","래미안공덕4차","서울특별시 마포구 공덕동 464 래미안공덕4차",124700,2005,60,12,6858,1
"6741",2021-02-19,2021-02-01,"2021","11440","서울_마포","래미안공덕4차","서울특별시 마포구 공덕동 464 래미안공덕4차",154000,2005,83,7,6123,1
"6742",2021-02-26,2021-02-01,"2021","11440","서울_마포","공덕1삼성래미안","서울특별시 마포구 공덕동 371 공덕1삼성래미안",117000,1999,60,16,6435,1
"6743",2021-02-05,2021-02-01,"2021","11440","서울_마포","신공덕래미안2차","서울특별시 마포구 신공덕동 159 신공덕래미안2차",132500,2000,85,8,5144,1
"6744",2021-02-05,2021-02-01,"2021","11440","서울_마포","신공덕1차삼성래미안1아파트","서울특별시 마포구 신공덕동 155 신공덕1차삼성래미안1아파트",123000,2000,60,5,6765,1
"6745",2021-02-06,2021-02-01,"2021","11440","서울_마포","신공덕래미안2차","서울특별시 마포구 신공덕동 159 신공덕래미안2차",130000,2000,85,4,5047,1
"6746",2021-02-06,2021-02-01,"2021","11440","서울_마포","신공덕1차삼성래미안1아파트","서울특별시 마포구 신공덕동 155 신공덕1차삼성래미안1아파트",151000,2000,85,14,5862,1
"6747",2021-02-13,2021-02-01,"2021","11440","서울_마포","신공덕1차삼성래미안1아파트","서울특별시 마포구 신공덕동 155 신공덕1차삼성래미안1아파트",123000,2000,60,21,6765,1
"6748",2021-02-19,2021-02-01,"2021","11440","서울_마포","펜트라우스","서울특별시 마포구 신공덕동 172 펜트라우스",196000,2011,153,9,4227,1
"6749",2021-02-03,2021-02-01,"2021","11440","서울_마포","한화오벨리스크","서울특별시 마포구 도화동 555 한화오벨리스크",52000,2004,38,4,4516,1
"6750",2021-02-06,2021-02-01,"2021","11440","서울_마포","도화현대","서울특별시 마포구 도화동 547 도화현대",96500,1998,59,10,5397,1
"6751",2021-02-06,2021-02-01,"2021","11440","서울_마포","현대홈타운","서울특별시 마포구 도화동 353 현대홈타운",124900,2000,85,14,4849,1
"6752",2021-02-11,2021-02-01,"2021","11440","서울_마포","도화동현대","서울특별시 마포구 도화동 357 도화동현대",148000,1996,128,11,3816,1
"6753",2021-02-15,2021-02-01,"2021","11440","서울_마포","우성","서울특별시 마포구 도화동 82 우성",1e+05,1991,69,1,4783,1
"6754",2021-02-18,2021-02-01,"2021","11440","서울_마포","우성","서울특별시 마포구 도화동 82 우성",118000,1991,80,1,4868,1
"6755",2021-02-18,2021-02-01,"2021","11440","서울_마포","우성","서울특별시 마포구 도화동 82 우성",1e+05,1991,55,8,6000,1
"6756",2021-02-20,2021-02-01,"2021","11440","서울_마포","삼성","서울특별시 마포구 도화동 550 삼성",120000,1997,72,1,5500,1
"6757",2021-02-20,2021-02-01,"2021","11440","서울_마포","한화오벨리스크","서울특별시 마포구 도화동 555 한화오벨리스크",53000,2004,39,3,4485,1
"6758",2021-02-22,2021-02-01,"2021","11440","서울_마포","마포아크로타워","서울특별시 마포구 도화동 563 마포아크로타워",130000,2007,117,13,3667,1
"6759",2021-02-23,2021-02-01,"2021","11440","서울_마포","마포동원베네스트","서울특별시 마포구 도화동 564 마포동원베네스트",93500,2010,59,1,5230,1
"6760",2021-02-25,2021-02-01,"2021","11440","서울_마포","한화오벨리스크","서울특별시 마포구 도화동 555 한화오벨리스크",49000,2004,36,9,4492,1
"6761",2021-02-27,2021-02-01,"2021","11440","서울_마포","삼성","서울특별시 마포구 도화동 550 삼성",143000,1997,85,16,5552,1
"6762",2021-02-06,2021-02-01,"2021","11440","서울_마포","래미안마포리버웰","서울특별시 마포구 용강동 502 래미안마포리버웰",174000,2015,85,3,6755,1
"6763",2021-02-17,2021-02-01,"2021","11440","서울_마포","비체힐리버뷰","서울특별시 마포구 마포동 449 비체힐리버뷰",14000,2012,20,4,2310,1
"6764",2021-02-18,2021-02-01,"2021","11440","서울_마포","비체힐리버뷰","서울특별시 마포구 마포동 449 비체힐리버뷰",17000,2012,21,7,2671,1
"6765",2021-02-23,2021-02-01,"2021","11440","서울_마포","비체힐리버뷰","서울특별시 마포구 마포동 449 비체힐리버뷰",12400,2012,18,1,2273,1
"6766",2021-02-06,2021-02-01,"2021","11440","서울_마포","신촌그랑자이","서울특별시 마포구 대흥동 807 신촌그랑자이",182000,2020,85,8,7066,1
"6767",2021-02-09,2021-02-01,"2021","11440","서울_마포","서희스타힐스","서울특별시 마포구 대흥동 12-41 서희스타힐스",18500,2014,13,16,4696,1
"6768",2021-02-18,2021-02-01,"2021","11440","서울_마포","신촌그랑자이","서울특별시 마포구 대흥동 806 신촌그랑자이",157000,2020,60,8,8635,1
"6769",2021-02-20,2021-02-01,"2021","11440","서울_마포","마포자이2차","서울특별시 마포구 대흥동 804 마포자이2차",170000,2014,85,25,6600,1
"6770",2021-02-20,2021-02-01,"2021","11440","서울_마포","대흥동세양","서울특별시 마포구 대흥동 802 대흥동세양",120000,2000,85,16,4659,1
"6771",2021-02-24,2021-02-01,"2021","11440","서울_마포","마포태영","서울특별시 마포구 대흥동 660 마포태영",147000,1999,115,2,4218,1
"6772",2021-02-26,2021-02-01,"2021","11440","서울_마포","마포태영","서울특별시 마포구 대흥동 660 마포태영",135800,1999,85,1,5272,1
"6773",2021-02-26,2021-02-01,"2021","11440","서울_마포","마포자이2차","서울특별시 마포구 대흥동 804 마포자이2차",173000,2014,84,24,6796,1
"6774",2021-02-27,2021-02-01,"2021","11440","서울_마포","대흥동세양","서울특별시 마포구 대흥동 802 대흥동세양",94000,2000,60,18,5170,1
"6775",2021-02-01,2021-02-01,"2021","11440","서울_마포","상록","서울특별시 마포구 염리동 515-1 상록",84000,1997,49,6,5657,1
"6776",2021-02-10,2021-02-01,"2021","11440","서울_마포","염리삼성래미안","서울특별시 마포구 염리동 520 염리삼성래미안",135000,2001,85,3,5241,1
"6777",2021-02-18,2021-02-01,"2021","11440","서울_마포","중앙하이츠","서울특별시 마포구 염리동 161-1 중앙하이츠",117000,1998,84,7,4596,1
"6778",2021-02-20,2021-02-01,"2021","11440","서울_마포","상록","서울특별시 마포구 염리동 515-1 상록",90000,1997,59,4,5034,1
"6779",2021-02-20,2021-02-01,"2021","11440","서울_마포","상록","서울특별시 마포구 염리동 515-1 상록",85500,1997,50,9,5643,1
"6780",2021-02-02,2021-02-01,"2021","11440","서울_마포","신촌숲아이파크","서울특별시 마포구 신수동 462 신촌숲아이파크",178000,2019,85,7,6911,1
"6781",2021-02-04,2021-02-01,"2021","11440","서울_마포","마포경남아너스빌","서울특별시 마포구 신수동 456 마포경남아너스빌",120000,2007,85,10,4659,1
"6782",2021-02-19,2021-02-01,"2021","11440","서울_마포","벽산솔렌스힐","서울특별시 마포구 신수동 457 벽산솔렌스힐",116500,2007,85,7,4523,1
"6783",2021-02-27,2021-02-01,"2021","11440","서울_마포","신촌삼익","서울특별시 마포구 신수동 450 신촌삼익",110000,1997,85,7,4271,1
"6784",2021-02-07,2021-02-01,"2021","11440","서울_마포","강변힐스테이트","서울특별시 마포구 현석동 222 강변힐스테이트",163000,2004,85,17,6328,1
"6785",2021-02-09,2021-02-01,"2021","11440","서울_마포","래미안웰스트림","서울특별시 마포구 현석동 225 래미안웰스트림",139000,2016,60,16,7645,1
"6786",2021-02-02,2021-02-01,"2021","11440","서울_마포","마포웨스트리버태영데시앙","서울특별시 마포구 창전동 449 마포웨스트리버태영데시앙",146500,2019,84,2,5755,1
"6787",2021-02-06,2021-02-01,"2021","11440","서울_마포","신촌금호","서울특별시 마포구 창전동 438 신촌금호",107800,2001,85,6,4185,1
"6788",2021-02-06,2021-02-01,"2021","11440","서울_마포","해모로","서울특별시 마포구 창전동 443 해모로",140000,2007,84,5,5500,1
"6789",2021-02-07,2021-02-01,"2021","11440","서울_마포","마포웨스트리버태영데시앙","서울특별시 마포구 창전동 449 마포웨스트리버태영데시앙",149500,2019,85,12,5804,1
"6790",2021-02-13,2021-02-01,"2021","11440","서울_마포","신촌금호","서울특별시 마포구 창전동 438 신촌금호",104000,2001,85,5,4038,1
"6791",2021-02-13,2021-02-01,"2021","11440","서울_마포","대원파크빌","서울특별시 마포구 창전동 6-31 대원파크빌",68000,2004,84,5,2671,1
"6792",2021-02-15,2021-02-01,"2021","11440","서울_마포","해모로","서울특별시 마포구 창전동 443 해모로",147000,2007,84,11,5775,1
"6793",2021-02-16,2021-02-01,"2021","11440","서울_마포","마포웨스트리버태영데시앙","서울특별시 마포구 창전동 449 마포웨스트리버태영데시앙",151000,2019,85,14,5862,1
"6794",2021-02-20,2021-02-01,"2021","11440","서울_마포","서강오벨리스크스위트","서울특별시 마포구 창전동 442 서강오벨리스크스위트",109000,2007,85,5,4232,1
"6795",2021-02-23,2021-02-01,"2021","11440","서울_마포","마포웨스트리버태영데시앙","서울특별시 마포구 창전동 449 마포웨스트리버태영데시앙",133000,2019,60,7,7315,1
"6796",2021-02-26,2021-02-01,"2021","11440","서울_마포","중앙하이츠103동","서울특별시 마포구 창전동 42-9 중앙하이츠103동",59000,2007,58,3,3357,1
"6797",2021-02-09,2021-02-01,"2021","11440","서울_마포","래미안밤섬리베뉴Ⅱ","서울특별시 마포구 상수동 398 래미안밤섬리베뉴Ⅱ",163000,2014,85,8,6328,1
"6798",2021-02-10,2021-02-01,"2021","11440","서울_마포","신구강변연가","서울특별시 마포구 상수동 394 신구강변연가",185000,2004,152,18,4016,1
"6799",2021-02-15,2021-02-01,"2021","11440","서울_마포","래미안밤섬리베뉴Ⅱ","서울특별시 마포구 상수동 398 래미안밤섬리베뉴Ⅱ",157000,2014,85,3,6095,1
"6800",2021-02-11,2021-02-01,"2021","11440","서울_마포","한강밤섬자이","서울특별시 마포구 하중동 101 한강밤섬자이",234000,2010,138,14,5596,1
"6801",2021-02-07,2021-02-01,"2021","11440","서울_마포","서강GS","서울특별시 마포구 신정동 30 서강GS",107500,1999,60,19,5912,1
"6802",2021-02-08,2021-02-01,"2021","11440","서울_마포","서강GS","서울특별시 마포구 신정동 30 서강GS",105500,1999,60,4,5802,1
"6803",2021-02-04,2021-02-01,"2021","11440","서울_마포","센트레","서울특별시 마포구 서교동 453-15 센트레",57900,2002,81,2,2359,1
"6804",2021-02-01,2021-02-01,"2021","11440","서울_마포","대운행복","서울특별시 마포구 합정동 389-16 대운행복",64900,2004,75,4,2856,1
"6805",2021-02-14,2021-02-01,"2021","11440","서울_마포","한강동원아파트","서울특별시 마포구 합정동 467 한강동원아파트",75000,2003,85,2,2912,1
"6806",2021-02-20,2021-02-01,"2021","11440","서울_마포","장미","서울특별시 마포구 합정동 466 장미",52900,2000,43,9,4060,1
"6807",2021-02-23,2021-02-01,"2021","11440","서울_마포","마포한강푸르지오","서울특별시 마포구 합정동 472 마포한강푸르지오",222500,2015,120,34,6119,1
"6808",2021-02-02,2021-02-01,"2021","11440","서울_마포","마포한강제이스카이","서울특별시 마포구 망원동 522 마포한강제이스카이",50000,2019,50,7,3300,1
"6809",2021-02-09,2021-02-01,"2021","11440","서울_마포","솔루체","서울특별시 마포구 망원동 439-1 솔루체",60000,2021,54,3,3667,1
"6810",2021-02-09,2021-02-01,"2021","11440","서울_마포","대림2","서울특별시 마포구 망원동 497 대림2",101000,2002,85,7,3921,1
"6811",2021-02-10,2021-02-01,"2021","11440","서울_마포","성원2","서울특별시 마포구 망원동 489 성원2",67000,1999,59,13,3747,1
"6812",2021-02-10,2021-02-01,"2021","11440","서울_마포","성원1","서울특별시 마포구 망원동 420 성원1",72000,1998,68,6,3494,1
