"","ymd","ym","year","code","addr_1","aptNm","jusoJibun","price","conYear","area","floor","py","cnt"
"4587",2021-01-18,2021-01-01,"2021","11350","서울_노원","보람2단지","서울특별시 노원구 상계동 639 보람2단지",83000,1988,79,10,3467,1
"4588",2021-01-18,2021-01-01,"2021","11350","서울_노원","상계주공4","서울특별시 노원구 상계동 749-5 상계주공4",55000,1988,41,12,4427,1
"4589",2021-01-18,2021-01-01,"2021","11350","서울_노원","상계주공16","서울특별시 노원구 상계동 624 상계주공16",60000,1988,59,11,3356,1
"4590",2021-01-19,2021-01-01,"2021","11350","서울_노원","상계주공9","서울특별시 노원구 상계동 670 상계주공9",50000,1988,46,15,3587,1
"4591",2021-01-19,2021-01-01,"2021","11350","서울_노원","상계주공4","서울특별시 노원구 상계동 749-5 상계주공4",53000,1988,37,7,4727,1
"4592",2021-01-19,2021-01-01,"2021","11350","서울_노원","수락리버시티3단지","서울특별시 노원구 상계동 1312 수락리버시티3단지",60000,2009,85,6,2329,1
"4593",2021-01-19,2021-01-01,"2021","11350","서울_노원","상계주공11","서울특별시 노원구 상계동 652 상계주공11",63000,1988,50,12,4158,1
"4594",2021-01-19,2021-01-01,"2021","11350","서울_노원","상계주공16","서울특별시 노원구 상계동 624 상계주공16",60000,1988,59,5,3356,1
"4595",2021-01-19,2021-01-01,"2021","11350","서울_노원","은빛1단지","서울특별시 노원구 상계동 1255 은빛1단지",58000,1998,60,11,3190,1
"4596",2021-01-19,2021-01-01,"2021","11350","서울_노원","상계주공12","서울특별시 노원구 상계동 647 상계주공12",52000,1988,41,11,4185,1
"4597",2021-01-20,2021-01-01,"2021","11350","서울_노원","상계주공13","서울특별시 노원구 상계동 637 상계주공13",58000,1989,58,15,3300,1
"4598",2021-01-20,2021-01-01,"2021","11350","서울_노원","상계주공2","서울특별시 노원구 상계동 740 상계주공2",72500,1987,58,12,4125,1
"4599",2021-01-20,2021-01-01,"2021","11350","서울_노원","수락산벨리체","서울특별시 노원구 상계동 1265 수락산벨리체",87500,2000,135,5,2139,1
"4600",2021-01-20,2021-01-01,"2021","11350","서울_노원","상계주공12","서울특별시 노원구 상계동 647 상계주공12",48000,1988,41,8,3863,1
"4601",2021-01-21,2021-01-01,"2021","11350","서울_노원","충효파크타운","서울특별시 노원구 상계동 407-7 충효파크타운",29500,2006,66,4,1475,1
"4602",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계주공1","서울특별시 노원구 상계동 765 상계주공1",53000,1988,72,3,2429,1
"4603",2021-01-21,2021-01-01,"2021","11350","서울_노원","청암2단지","서울특별시 노원구 상계동 1276 청암2단지",54000,2001,59,7,3020,1
"4604",2021-01-21,2021-01-01,"2021","11350","서울_노원","청암2단지","서울특별시 노원구 상계동 1276 청암2단지",47200,2001,59,2,2640,1
"4605",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계주공9","서울특별시 노원구 상계동 670 상계주공9",50000,1988,41,5,4024,1
"4606",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계불암대림","서울특별시 노원구 상계동 1289 상계불암대림",55500,2000,59,13,3104,1
"4607",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계주공12","서울특별시 노원구 상계동 647 상계주공12",45100,1988,41,10,3630,1
"4608",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계주공1","서울특별시 노원구 상계동 765 상계주공1",60000,1988,50,9,3960,1
"4609",2021-01-21,2021-01-01,"2021","11350","서울_노원","상계주공2","서울특별시 노원구 상계동 740 상계주공2",46500,1987,32,6,4795,1
"4610",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공3","서울특별시 노원구 상계동 730-2 상계주공3",51500,1987,32,14,5311,1
"4611",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공13","서울특별시 노원구 상계동 637 상계주공13",42000,1989,46,11,3013,1
"4612",2021-01-22,2021-01-01,"2021","11350","서울_노원","대창센시티","서울특별시 노원구 상계동 1302 대창센시티",68000,2002,84,11,2671,1
"4613",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공3","서울특별시 노원구 상계동 730-2 상계주공3",108000,1987,74,10,4816,1
"4614",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공12","서울특별시 노원구 상계동 647 상계주공12",62000,1988,50,11,4092,1
"4615",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공4","서울특별시 노원구 상계동 749-5 상계주공4",68800,1988,62,21,3662,1
"4616",2021-01-22,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",39500,1989,43,13,3031,1
"4617",2021-01-22,2021-01-01,"2021","11350","서울_노원","상계주공12","서울특별시 노원구 상계동 647 상계주공12",43000,1988,41,7,3461,1
"4618",2021-01-23,2021-01-01,"2021","11350","서울_노원","보람1단지","서울특별시 노원구 상계동 639 보람1단지",55800,1988,55,14,3348,1
"4619",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공13","서울특별시 노원구 상계동 637 상계주공13",45000,1989,41,8,3622,1
"4620",2021-01-23,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",39500,1989,47,3,2773,1
"4621",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공11","서울특별시 노원구 상계동 652 상계주공11",60000,1988,50,14,3960,1
"4622",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공10","서울특별시 노원구 상계동 666 상계주공10",69000,1988,62,10,3673,1
"4623",2021-01-23,2021-01-01,"2021","11350","서울_노원","두산","서울특별시 노원구 상계동 1110 두산",68000,1994,84,2,2671,1
"4624",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공9","서울특별시 노원구 상계동 670 상계주공9",64000,1988,62,11,3406,1
"4625",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공7","서울특별시 노원구 상계동 691 상계주공7",58000,1988,41,10,4668,1
"4626",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공3","서울특별시 노원구 상계동 730-2 상계주공3",83000,1987,59,12,4642,1
"4627",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공2","서울특별시 노원구 상계동 740 상계주공2",56000,1988,37,3,4995,1
"4628",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공3","서울특별시 노원구 상계동 730-2 상계주공3",91000,1987,74,5,4058,1
"4629",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공2","서울특별시 노원구 상계동 740 상계주공2",57000,1987,41,11,4588,1
"4630",2021-01-23,2021-01-01,"2021","11350","서울_노원","현대4차","서울특별시 노원구 상계동 1271 현대4차",57500,1995,85,7,2232,1
"4631",2021-01-23,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",49700,1989,60,2,2734,1
"4632",2021-01-23,2021-01-01,"2021","11350","서울_노원","상계주공2","서울특별시 노원구 상계동 740 상계주공2",68000,1987,59,3,3803,1
"4633",2021-01-23,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",52500,1989,60,8,2888,1
"4634",2021-01-24,2021-01-01,"2021","11350","서울_노원","상계주공16","서울특별시 노원구 상계동 624 상계주공16",50000,1988,46,4,3587,1
"4635",2021-01-24,2021-01-01,"2021","11350","서울_노원","상계대림","서울특별시 노원구 상계동 172 상계대림",53000,1989,60,10,2915,1
"4636",2021-01-25,2021-01-01,"2021","11350","서울_노원","보미","서울특별시 노원구 상계동 144-3 보미",39000,2002,85,1,1514,1
"4637",2021-01-25,2021-01-01,"2021","11350","서울_노원","보람1단지","서울특별시 노원구 상계동 639 보람1단지",45000,1988,44,11,3375,1
"4638",2021-01-25,2021-01-01,"2021","11350","서울_노원","보람1단지","서울특별시 노원구 상계동 639 보람1단지",71900,1988,69,8,3439,1
"4639",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공10","서울특별시 노원구 상계동 666 상계주공10",60000,1988,55,4,3600,1
"4640",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공4","서울특별시 노원구 상계동 749-5 상계주공4",75000,1988,62,22,3992,1
"4641",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공5","서울특별시 노원구 상계동 721 상계주공5",68800,1987,32,4,7095,1
"4642",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공5","서울특별시 노원구 상계동 721 상계주공5",68800,1987,32,4,7095,1
"4643",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공5","서울특별시 노원구 상계동 721 상계주공5",59000,1987,32,3,6084,1
"4644",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공6","서울특별시 노원구 상계동 720 상계주공6",58000,1988,41,1,4668,1
"4645",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공9","서울특별시 노원구 상계동 670 상계주공9",58000,1988,50,3,3828,1
"4646",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공1","서울특별시 노원구 상계동 765 상계주공1",49900,1988,41,15,4016,1
"4647",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공11","서울특별시 노원구 상계동 652 상계주공11",47500,1988,41,9,3823,1
"4648",2021-01-25,2021-01-01,"2021","11350","서울_노원","상계주공11","서울특별시 노원구 상계동 652 상계주공11",60500,1988,58,7,3442,1
"4649",2021-01-25,2021-01-01,"2021","11350","서울_노원","금호타운","서울특별시 노원구 상계동 1270 금호타운",59800,1995,85,9,2322,1
"4650",2021-01-25,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",39700,1989,47,5,2787,1
"4651",2021-01-25,2021-01-01,"2021","11350","서울_노원","불암현대","서울특별시 노원구 상계동 1293 불암현대",80000,1999,114,21,2316,1
"4652",2021-01-26,2021-01-01,"2021","11350","서울_노원","한일유앤아이","서울특별시 노원구 상계동 1309 한일유앤아이",89800,2005,115,21,2577,1
"4653",2021-01-26,2021-01-01,"2021","11350","서울_노원","상계주공11","서울특별시 노원구 상계동 652 상계주공11",54700,1988,41,4,4403,1
"4654",2021-01-26,2021-01-01,"2021","11350","서울_노원","수락산벨리체","서울특별시 노원구 상계동 1265 수락산벨리체",88000,2000,115,12,2525,1
"4655",2021-01-26,2021-01-01,"2021","11350","서울_노원","벽산","서울특별시 노원구 상계동 173-1 벽산",40000,1989,47,4,2809,1
"4656",2021-01-26,2021-01-01,"2021","11350","서울_노원","상계주공9","서울특별시 노원구 상계동 670 상계주공9",59950,1988,50,7,3957,1
